path,nodes,edges,avg_deg,max_deg,min_deg,deg_median,deg_std,components,largest_cc,avg_cc_size,directed,clustering,dataset,split,density,edges_per_node
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/0.graphml,16,63,7.875,14,2,7.5,2.8034576865007255,1,16,16.0,False,0.5890435952935953,ba,test,0.2625,3.9375
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/1.graphml,13,36,5.538461538461538,12,3,5.0,2.307692307692308,1,13,13.0,False,0.59995004995005,ba,test,0.23076923076923078,2.769230769230769
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/10.graphml,5,6,2.4,3,1,3.0,0.8,1,5,5.0,False,0.5333333333333333,ba,test,0.3,1.2
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/100.graphml,12,20,3.3333333333333335,11,1,2.0,3.2231799343022853,1,12,12.0,False,0.7803030303030303,ba,test,0.15151515151515152,1.6666666666666667
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/101.graphml,7,12,3.4285714285714284,6,2,3.0,1.4982983545287878,1,7,7.0,False,0.7952380952380952,ba,test,0.2857142857142857,1.7142857142857142
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/102.graphml,16,60,7.5,13,4,7.0,2.4748737341529163,1,16,16.0,False,0.5704871517371517,ba,test,0.25,3.75
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/103.graphml,16,48,6.0,15,2,4.0,4.415880433163924,1,16,16.0,False,0.8431214618714619,ba,test,0.2,3.0
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/104.graphml,7,10,2.857142857142857,6,1,2.0,1.7261494247992246,1,7,7.0,False,0.6666666666666667,ba,test,0.23809523809523808,1.4285714285714286
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/105.graphml,17,72,8.470588235294118,15,2,8.0,3.7277598865305555,1,17,17.0,False,0.7637976402682285,ba,test,0.2647058823529412,4.235294117647059
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/106.graphml,7,10,2.857142857142857,5,1,2.0,1.3552618543578767,1,7,7.0,False,0.6047619047619047,ba,test,0.23809523809523808,1.4285714285714286
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/107.graphml,6,5,1.6666666666666667,5,1,1.0,1.4907119849998596,1,6,6.0,False,0.0,ba,test,0.16666666666666666,0.8333333333333334
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/108.graphml,9,8,1.7777777777777777,8,1,1.0,2.199887763691481,1,9,9.0,False,0.0,ba,test,0.1111111111111111,0.8888888888888888
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/109.graphml,10,25,5.0,9,1,4.5,2.1447610589527217,1,10,10.0,False,0.6682539682539683,ba,test,0.2777777777777778,2.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/11.graphml,17,16,1.8823529411764706,6,1,1.0,1.450450353639759,1,17,17.0,False,0.0,ba,test,0.058823529411764705,0.9411764705882353
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/110.graphml,8,15,3.75,6,1,3.5,1.479019945774904,1,8,8.0,False,0.6083333333333333,ba,test,0.26785714285714285,1.875
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/111.graphml,10,24,4.8,9,2,4.0,2.4,1,10,10.0,False,0.8202380952380952,ba,test,0.26666666666666666,2.4
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/112.graphml,15,54,7.2,14,2,6.0,3.6733272837215765,1,15,15.0,False,0.7995397195397196,ba,test,0.2571428571428571,3.6
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/113.graphml,15,44,5.866666666666666,13,3,4.0,3.03021818063027,1,15,15.0,False,0.6342106042106043,ba,test,0.20952380952380953,2.933333333333333
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/114.graphml,14,45,6.428571428571429,10,2,7.0,2.411706145162019,1,14,14.0,False,0.5273242630385487,ba,test,0.24725274725274726,3.2142857142857144
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/115.graphml,16,64,8.0,15,3,7.5,3.69120576505835,1,16,16.0,False,0.7888188200688201,ba,test,0.26666666666666666,4.0
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/116.graphml,13,22,3.3846153846153846,12,1,2.0,3.476038008521539,1,13,13.0,False,0.7948717948717949,ba,test,0.14102564102564102,1.6923076923076923
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/117.graphml,17,66,7.764705882352941,16,3,6.0,4.439520532732519,1,17,17.0,False,0.831414663767605,ba,test,0.2426470588235294,3.8823529411764706
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/118.graphml,14,49,7.0,13,1,6.5,3.093772546815388,1,14,14.0,False,0.6842296592296593,ba,test,0.2692307692307692,3.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/119.graphml,18,81,9.0,17,1,8.5,4.2946995755750415,1,18,18.0,False,0.7380346777405601,ba,test,0.2647058823529412,4.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/12.graphml,12,27,4.5,11,2,3.0,3.227486121839514,1,12,12.0,False,0.8344276094276094,ba,test,0.20454545454545456,2.25
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/120.graphml,8,12,3.0,7,1,2.0,2.0615528128088303,1,8,8.0,False,0.6964285714285714,ba,test,0.21428571428571427,1.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/121.graphml,14,13,1.8571428571428572,4,1,1.0,1.2453996981544782,1,14,14.0,False,0.0,ba,test,0.07142857142857142,0.9285714285714286
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/122.graphml,9,18,4.0,8,1,3.0,2.260776661041756,1,9,9.0,False,0.7148148148148148,ba,test,0.25,2.0
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/123.graphml,17,70,8.235294117647058,15,1,8.0,3.5567568136072882,1,17,17.0,False,0.680471162824104,ba,test,0.25735294117647056,4.117647058823529
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/124.graphml,12,20,3.3333333333333335,5,2,3.0,1.0274023338281628,1,12,12.0,False,0.0861111111111111,ba,test,0.15151515151515152,1.6666666666666667
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/125.graphml,13,30,4.615384615384615,12,2,3.0,3.541804440991181,1,13,13.0,False,0.8413364413364414,ba,test,0.19230769230769232,2.3076923076923075
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/126.graphml,17,60,7.0588235294117645,16,1,5.0,4.645941786818383,1,17,17.0,False,0.7812775459834284,ba,test,0.22058823529411764,3.5294117647058822
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/127.graphml,13,40,6.153846153846154,10,1,7.0,2.2479444917234552,1,13,13.0,False,0.5449328449328449,ba,test,0.2564102564102564,3.076923076923077
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/128.graphml,13,42,6.461538461538462,12,2,6.0,2.8451141552164505,1,13,13.0,False,0.701021201021201,ba,test,0.2692307692307692,3.230769230769231
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/129.graphml,7,12,3.4285714285714284,6,2,3.0,1.178030178747903,1,7,7.0,False,0.6523809523809524,ba,test,0.2857142857142857,1.7142857142857142
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/13.graphml,10,25,5.0,8,1,5.0,2.04939015319192,1,10,10.0,False,0.5900000000000001,ba,test,0.2777777777777778,2.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/130.graphml,14,33,4.714285714285714,9,3,4.0,1.9059520091609046,1,14,14.0,False,0.38316326530612244,ba,test,0.1813186813186813,2.357142857142857
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/131.graphml,18,72,8.0,17,4,5.0,4.737556801183965,1,18,18.0,False,0.8279784757725934,ba,test,0.23529411764705882,4.0
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/132.graphml,16,63,7.875,14,3,6.5,3.4072532926097527,1,16,16.0,False,0.6735053141303141,ba,test,0.2625,3.9375
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/133.graphml,6,5,1.6666666666666667,5,1,1.0,1.4907119849998596,1,6,6.0,False,0.0,ba,test,0.16666666666666666,0.8333333333333334
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/134.graphml,8,15,3.75,7,1,3.0,1.920286436967152,1,8,8.0,False,0.7017857142857142,ba,test,0.26785714285714285,1.875
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/135.graphml,8,15,3.75,7,2,3.0,1.8540496217739157,1,8,8.0,False,0.805952380952381,ba,test,0.26785714285714285,1.875
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/136.graphml,16,48,6.0,13,1,5.5,2.7838821814150108,1,16,16.0,False,0.5407155344655344,ba,test,0.2,3.0
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/137.graphml,13,40,6.153846153846154,12,2,6.0,2.475919529143243,1,13,13.0,False,0.6602897102897103,ba,test,0.2564102564102564,3.076923076923077
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/138.graphml,17,42,4.9411764705882355,16,1,3.0,4.696313801461665,1,17,17.0,False,0.8081771170006464,ba,test,0.15441176470588236,2.4705882352941178
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/139.graphml,9,20,4.444444444444445,8,2,4.0,1.892154040658489,1,9,9.0,False,0.7661375661375662,ba,test,0.2777777777777778,2.2222222222222223
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/14.graphml,14,13,1.8571428571428572,5,1,2.0,1.0594569267279519,1,14,14.0,False,0.0,ba,test,0.07142857142857142,0.9285714285714286
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/140.graphml,6,9,3.0,5,1,3.0,1.2909944487358056,1,6,6.0,False,0.6777777777777777,ba,test,0.3,1.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/141.graphml,14,48,6.857142857142857,13,3,5.5,3.4404555939406554,1,14,14.0,False,0.8259442938014366,ba,test,0.26373626373626374,3.4285714285714284
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/142.graphml,17,52,6.117647058823529,15,3,5.0,3.1971007627532217,1,17,17.0,False,0.5366564807741279,ba,test,0.19117647058823528,3.0588235294117645
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/143.graphml,6,5,1.6666666666666667,5,1,1.0,1.4907119849998596,1,6,6.0,False,0.0,ba,test,0.16666666666666666,0.8333333333333334
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/144.graphml,17,66,7.764705882352941,14,4,7.0,2.9009007072795185,1,17,17.0,False,0.6017247458423929,ba,test,0.2426470588235294,3.8823529411764706
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/145.graphml,13,40,6.153846153846154,12,2,5.0,3.1340844288405174,1,13,13.0,False,0.7806582306582306,ba,test,0.2564102564102564,3.076923076923077
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/146.graphml,17,72,8.470588235294118,16,2,7.0,3.7591871314518723,1,17,17.0,False,0.7442364824717765,ba,test,0.2647058823529412,4.235294117647059
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/147.graphml,18,45,5.0,12,2,4.0,2.70801280154532,1,18,18.0,False,0.43876863876863875,ba,test,0.14705882352941177,2.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/148.graphml,11,18,3.272727272727273,10,1,2.0,2.956991994052835,1,11,11.0,False,0.7636363636363637,ba,test,0.16363636363636364,1.6363636363636365
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/149.graphml,18,32,3.5555555555555554,17,1,2.0,4.585268951547411,1,18,18.0,False,0.8464052287581699,ba,test,0.10457516339869281,1.7777777777777777
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/15.graphml,5,4,1.6,4,1,1.0,1.2000000000000002,1,5,5.0,False,0.0,ba,test,0.2,0.8
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/150.graphml,10,9,1.8,8,1,1.0,2.08806130178211,1,10,10.0,False,0.0,ba,test,0.1,0.9
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/151.graphml,17,70,8.235294117647058,16,1,7.0,3.4390390546455216,1,17,17.0,False,0.6303115185468127,ba,test,0.25735294117647056,4.117647058823529
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/152.graphml,18,65,7.222222222222222,16,1,7.0,2.9917582261858358,1,18,18.0,False,0.5294532627865961,ba,test,0.21241830065359477,3.611111111111111
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/153.graphml,18,45,5.0,12,2,4.0,2.6666666666666665,1,18,18.0,False,0.5186187269520602,ba,test,0.14705882352941177,2.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/154.graphml,6,8,2.6666666666666665,5,2,2.0,1.1055415967851334,1,6,6.0,False,0.8277777777777778,ba,test,0.26666666666666666,1.3333333333333333
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/155.graphml,7,12,3.4285714285714284,6,2,3.0,1.2936264483053452,1,7,7.0,False,0.7714285714285715,ba,test,0.2857142857142857,1.7142857142857142
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/156.graphml,12,27,4.5,9,1,4.0,2.140872096444188,1,12,12.0,False,0.5267857142857143,ba,test,0.20454545454545456,2.25
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/157.graphml,19,18,1.894736842105263,18,1,1.0,3.7960469305804123,1,19,19.0,False,0.0,ba,test,0.05263157894736842,0.9473684210526315
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/158.graphml,8,7,1.75,7,1,1.0,1.984313483298443,1,8,8.0,False,0.0,ba,test,0.125,0.875
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/159.graphml,8,7,1.75,6,1,1.0,1.6393596310755,1,8,8.0,False,0.0,ba,test,0.125,0.875
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/16.graphml,8,7,1.75,6,1,1.0,1.6393596310755,1,8,8.0,False,0.0,ba,test,0.125,0.875
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/160.graphml,11,10,1.8181818181818181,10,1,1.0,2.5873180855923104,1,11,11.0,False,0.0,ba,test,0.09090909090909091,0.9090909090909091
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/161.graphml,9,8,1.7777777777777777,8,1,1.0,2.199887763691481,1,9,9.0,False,0.0,ba,test,0.1111111111111111,0.8888888888888888
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/162.graphml,18,56,6.222222222222222,11,1,6.5,2.462057756240038,1,18,18.0,False,0.40159932659932657,ba,test,0.1830065359477124,3.111111111111111
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/163.graphml,11,10,1.8181818181818181,10,1,1.0,2.5873180855923104,1,11,11.0,False,0.0,ba,test,0.09090909090909091,0.9090909090909091
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/164.graphml,5,4,1.6,4,1,1.0,1.2000000000000002,1,5,5.0,False,0.0,ba,test,0.2,0.8
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/165.graphml,15,36,4.8,8,2,5.0,1.7962924780409975,1,15,15.0,False,0.3785714285714286,ba,test,0.17142857142857143,2.4
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/166.graphml,11,18,3.272727272727273,5,2,3.0,1.2856486930664501,1,11,11.0,False,0.4,ba,test,0.16363636363636364,1.6363636363636365
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/167.graphml,18,72,8.0,17,3,6.0,4.772607021092118,1,18,18.0,False,0.8320429298370474,ba,test,0.23529411764705882,4.0
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/168.graphml,5,4,1.6,3,1,1.0,0.8,1,5,5.0,False,0.0,ba,test,0.2,0.8
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/169.graphml,5,6,2.4,3,2,2.0,0.4898979485566356,1,5,5.0,False,0.3333333333333333,ba,test,0.3,1.2
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/17.graphml,7,10,2.857142857142857,5,1,3.0,1.2453996981544782,1,7,7.0,False,0.5809523809523809,ba,test,0.23809523809523808,1.4285714285714286
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/170.graphml,6,9,3.0,4,2,3.0,0.816496580927726,1,6,6.0,False,0.27777777777777773,ba,test,0.3,1.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/171.graphml,13,40,6.153846153846154,11,2,6.0,2.0697883149344167,1,13,13.0,False,0.5471861471861472,ba,test,0.2564102564102564,3.076923076923077
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/172.graphml,14,24,3.4285714285714284,13,1,2.0,3.7170319517879107,1,14,14.0,False,0.8076923076923077,ba,test,0.13186813186813187,1.7142857142857142
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/173.graphml,18,80,8.88888888888889,17,3,7.5,3.9845380171202467,1,18,18.0,False,0.7210156310646507,ba,test,0.26143790849673204,4.444444444444445
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/174.graphml,12,32,5.333333333333333,11,2,4.0,3.0912061651652345,1,12,12.0,False,0.8277837902837902,ba,test,0.24242424242424243,2.6666666666666665
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/175.graphml,11,18,3.272727272727273,7,2,2.0,1.7104443383842527,1,11,11.0,False,0.38441558441558443,ba,test,0.16363636363636364,1.6363636363636365
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/176.graphml,12,11,1.8333333333333333,6,1,1.0,1.4624940645653535,1,12,12.0,False,0.0,ba,test,0.08333333333333333,0.9166666666666666
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/177.graphml,6,9,3.0,5,2,2.5,1.1547005383792515,1,6,6.0,False,0.7611111111111111,ba,test,0.3,1.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/178.graphml,13,36,5.538461538461538,12,2,4.0,3.410738350368518,1,13,13.0,False,0.8272338772338773,ba,test,0.23076923076923078,2.769230769230769
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/179.graphml,12,11,1.8333333333333333,11,1,1.0,2.763853991962833,1,12,12.0,False,0.0,ba,test,0.08333333333333333,0.9166666666666666
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/18.graphml,6,5,1.6666666666666667,5,1,1.0,1.4907119849998596,1,6,6.0,False,0.0,ba,test,0.16666666666666666,0.8333333333333334
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/180.graphml,9,8,1.7777777777777777,8,1,1.0,2.199887763691481,1,9,9.0,False,0.0,ba,test,0.1111111111111111,0.8888888888888888
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/181.graphml,12,35,5.833333333333333,9,2,6.0,1.9075871903765995,1,12,12.0,False,0.4853174603174603,ba,test,0.26515151515151514,2.9166666666666665
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/182.graphml,16,39,4.875,11,1,4.0,2.4206145913796355,1,16,16.0,False,0.37127074314574315,ba,test,0.1625,2.4375
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/183.graphml,12,20,3.3333333333333335,11,1,2.0,3.2231799343022853,1,12,12.0,False,0.7803030303030303,ba,test,0.15151515151515152,1.6666666666666667
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/184.graphml,15,14,1.8666666666666667,5,1,1.0,1.14697670227235,1,15,15.0,False,0.0,ba,test,0.06666666666666667,0.9333333333333333
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/185.graphml,12,27,4.5,11,2,3.0,3.227486121839514,1,12,12.0,False,0.8344276094276094,ba,test,0.20454545454545456,2.25
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/186.graphml,17,60,7.0588235294117645,16,3,5.0,4.582198139800105,1,17,17.0,False,0.8329964153493565,ba,test,0.22058823529411764,3.5294117647058822
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/187.graphml,18,56,6.222222222222222,13,2,5.0,2.9917582261858358,1,18,18.0,False,0.48721864555197886,ba,test,0.1830065359477124,3.111111111111111
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/test/188.graphml,13,22,3.3846153846153846,9,2,2.0,2.0583212554245613,1,13,13.0,False,0.6897435897435897,ba,test,0.14102564102564102,1.6923076923076923
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/0.graphml,7,10,2.857142857142857,6,1,2.0,1.7261494247992246,1,7,7.0,False,0.6666666666666667,ba,train,0.23809523809523808,1.4285714285714286
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/1.graphml,13,40,6.153846153846154,12,3,5.0,2.2819072267986655,1,13,13.0,False,0.6782994782994783,ba,train,0.2564102564102564,3.076923076923077
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/10.graphml,14,33,4.714285714285714,12,2,3.0,2.889106916593812,1,14,14.0,False,0.7404555761698619,ba,train,0.1813186813186813,2.357142857142857
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/100.graphml,11,18,3.272727272727273,10,1,2.0,2.956991994052835,1,11,11.0,False,0.7636363636363637,ba,train,0.16363636363636364,1.6363636363636365
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/101.graphml,17,30,3.5294117647058822,8,2,3.0,1.6130952000943635,1,17,17.0,False,0.17899159663865546,ba,train,0.11029411764705882,1.7647058823529411
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/102.graphml,5,4,1.6,4,1,1.0,1.2000000000000002,1,5,5.0,False,0.0,ba,train,0.2,0.8
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/103.graphml,9,20,4.444444444444445,8,1,4.0,2.165954298846436,1,9,9.0,False,0.7370370370370369,ba,train,0.2777777777777778,2.2222222222222223
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/104.graphml,8,12,3.0,7,1,2.0,2.0615528128088303,1,8,8.0,False,0.6964285714285714,ba,train,0.21428571428571427,1.5
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/105.graphml,10,9,1.8,9,1,1.0,2.4000000000000004,1,10,10.0,False,0.0,ba,train,0.1,0.9
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/106.graphml,16,48,6.0,15,1,4.0,4.444097208657794,1,16,16.0,False,0.7838578088578089,ba,train,0.2,3.0
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/107.graphml,19,90,9.473684210526315,18,3,9.0,3.746836153801618,1,19,19.0,False,0.6696635493849117,ba,train,0.2631578947368421,4.7368421052631575
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/108.graphml,15,26,3.466666666666667,6,2,4.0,1.4996295838935993,1,15,15.0,False,0.3977777777777778,ba,train,0.12380952380952381,1.7333333333333334
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/109.graphml,7,10,2.857142857142857,6,1,2.0,1.7261494247992246,1,7,7.0,False,0.6666666666666667,ba,train,0.23809523809523808,1.4285714285714286
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/11.graphml,5,4,1.6,4,1,1.0,1.2000000000000002,1,5,5.0,False,0.0,ba,train,0.2,0.8
